id,name,role,institution,country,works_count,cited_by_count,h_index
"https://openalex.org/A5100389959","Yi-Ting Wang","Assistant Professor / Researcher","","",52238,717,11
"https://openalex.org/A5134891643","Tokihiko TOKUZAWA","Student / Beginner","","",51396,0,0
"https://openalex.org/A5134950803","Sarah Leichty","Student / Beginner","","",51194,0,0
"https://openalex.org/A5134782325","Hiroyuki YAMAGUCHI","Student / Beginner","","",51142,0,0
"https://openalex.org/A5025452099","Dušan Veličković","Associate Professor","","",50833,3290,27
"https://openalex.org/A5134822377","Chihiro SUZUKI","Student / Beginner","","",49475,0,0
"https://openalex.org/A5134854802","Katsumi IDA","Student / Beginner","","",49475,0,0
"https://openalex.org/A5023982706","Richard Smith","Professor / Expert","","",47948,113091,160
"https://openalex.org/A5134922912","Masahiro KOBAYASHI","Student / Beginner","","",46805,0,0
"https://openalex.org/A5134892567","Sarah Leichty","Student / Beginner","","",45406,0,0
"https://openalex.org/A5134907067","Toru TSUJIMURA","Student / Beginner","","",42251,0,0
"https://openalex.org/A5068925015","M. Nishiura","Assistant Professor / Researcher","","",41061,1336,19
"https://openalex.org/A5134915667","Haylie Kimball","Student / Beginner","","",40492,0,0
"https://openalex.org/A5100684042","Rui Zhao","Associate Professor","","",40098,4115,31
"https://openalex.org/A5020386947","B Noble","Associate Professor","","",40000,5552,39
"https://openalex.org/A5102230837","Yuki Hayashi","Associate Professor","","",39959,1829,23
"https://openalex.org/A5034698904","Richard Smith","Associate Professor","","",39377,2128,23
"https://openalex.org/A5083000259","S. Kubo","Professor / Expert","","",38016,8696,47
"https://openalex.org/A5025760548","Karl Weitz","Associate Professor","","",37678,5692,35
"https://openalex.org/A5135017478","Sarah Leichty","Student / Beginner","","",37552,0,0
"https://openalex.org/A5134891272","Shigeru MORITA","Student / Beginner","","",36435,0,0
"https://openalex.org/A5134904792","Motoshi GOTO","Student / Beginner","","",36435,0,0
"https://openalex.org/A5134873597","Yasuhiro SUZUKI","Student / Beginner","","",35606,0,0
"https://openalex.org/A5134740930","Yuki HAYASHI","Student / Beginner","","",35146,0,0
"https://openalex.org/A5135160010","Sarah Leichty","Student / Beginner","","",34395,0,0
"https://openalex.org/A5134980628","Haylie Kimball","Student / Beginner","","",33541,0,0
"https://openalex.org/A5075235007","Weijun Qian","Professor / Expert","","",31815,23546,78
"https://openalex.org/A5052125746","Thomas Fillmore","Associate Professor","","",31377,2547,28
"https://openalex.org/A5033168850","Tom Metz","Student / Beginner","","",31347,4,1
"https://openalex.org/A5089708083","T. Tsujimura","Assistant Professor / Researcher","","",29692,1359,16
"https://openalex.org/A5134815957","Thomas Fillmore","Student / Beginner","","",28159,0,0
"https://openalex.org/A5047579487","S. Sakakibara","Associate Professor","","",27398,5346,38
"https://openalex.org/A5072950497","Y. Narushima","Associate Professor","","",27359,3586,35
"https://openalex.org/A5058282825","Masayuki Shibuya","Associate Professor","","",26120,2810,28
"https://openalex.org/A5071240298","Carrie Nicora","Professor / Expert","","",25023,9142,53
"https://openalex.org/A5053777031","André EX Brown","Associate Professor","","",24930,4919,33
"https://openalex.org/A5134752304","Hayato TSUCHIYA","Student / Beginner","","",24660,0,0
"https://openalex.org/A5050316172","William R Schafer","Professor / Expert","","",24587,15009,68
"https://openalex.org/A5103150221","Chris Li","Associate Professor","","",24471,3490,30
"https://openalex.org/A5091068752","Eviatar Yemini","Assistant Professor / Researcher","","",24304,3512,19
"https://openalex.org/A5045283595","Quee-Lim Ch'ng","Assistant Professor / Researcher","","",24258,1403,13
"https://openalex.org/A5134766648","Paul Piehowski","Student / Beginner","","",23934,0,0
"https://openalex.org/A5010778078","R. Yanai","Postdoc / Early Career","","",23792,77,5
"https://openalex.org/A5135044203","Haylie Kimball","Student / Beginner","","",23490,0,0
"https://openalex.org/A5061217467","Rex Kerr","Associate Professor","","",23447,12491,27
"https://openalex.org/A5134847766","Lee Ann McCue","Student / Beginner","","",23368,0,0
"https://openalex.org/A5134847249","Sara Taylor","Student / Beginner","","",23237,0,0
"https://openalex.org/A5134838251","Stephen Callister","Student / Beginner","","",22054,0,0
"https://openalex.org/A5077426974","Michael Currie","Postdoc / Early Career","","",22029,564,9
"https://openalex.org/A5135241538","Haylie Kimball","Student / Beginner","","",21989,0,0
"https://openalex.org/A5134866436","Karin Rodland","Student / Beginner","","",21293,0,0
"https://openalex.org/A5015827324","Jim Hokanson","Assistant Professor / Researcher","","",21274,1285,18
"https://openalex.org/A5058699536","Sebastian Funk","Professor / Expert","","",20974,36553,75
"https://openalex.org/A5083613572","Sam Abbott","Professor / Expert","","",20810,26292,54
"https://openalex.org/A5134986501","Vivian Lin","Student / Beginner","","",20702,0,0
"https://openalex.org/A5048096509","Katharine Sherratt","Associate Professor","","",20643,2772,22
"https://openalex.org/A5083455510","Christopher Bennett","Associate Professor","","",20609,3830,21
"https://openalex.org/A5073198689","Martin H. Weik","Professor / Expert","","",20569,13287,53
"https://openalex.org/A5010734294","Paul Piehowski","Professor / Expert","","",20003,9204,44
"https://openalex.org/A5001794847","N. Kenmochi","Assistant Professor / Researcher","","",19956,1208,14
"https://openalex.org/A5134857088","Erik Hom","Student / Beginner","","",19784,0,0
"https://openalex.org/A5037253743","Ernesto Nakayasu","Professor / Expert","","",19339,9743,51
"https://openalex.org/A5052184745","Athena Schepmoes","Associate Professor","","",19140,4265,37
"https://openalex.org/A5087040185","Dorothea Taylor","Student / Beginner","","",18948,260,2
"https://openalex.org/A5048899487","Avelino Javer","Assistant Professor / Researcher","","",18502,963,12
"https://openalex.org/A5025745502","Jennifer Kyle","Associate Professor","","",18465,10172,40
"https://openalex.org/A5056181147","Robyn Fiori","Assistant Professor / Researcher","","",18056,641,16
"https://openalex.org/A5134824112","Vladislav Petyuk","Student / Beginner","","",17497,0,0
"https://openalex.org/A5135071539","Sarah Leichty","Student / Beginner","","",17464,0,0
"https://openalex.org/A5083508715","Nathalie Munoz Munoz","Assistant Professor / Researcher","","",17333,1091,19
"https://openalex.org/A5053873608","Yuqian Gao","Associate Professor","","",16643,3443,31
"https://openalex.org/A5134873915","William Chrisler","Student / Beginner","","",16331,0,0
"https://openalex.org/A5056703958","Kezhi Li","Associate Professor","","",16221,3628,34
"https://openalex.org/A5041669268","Charles Dickens","Associate Professor","","",15909,4054,33
"https://openalex.org/A5134958422","Maria Perez","Student / Beginner","","",15905,0,0
"https://openalex.org/A5108044601","M Kellis","Associate Professor","","",15764,6246,25
"https://openalex.org/A5049586677","Yoshinori Mizuno","Assistant Professor / Researcher","","",15136,1824,18
"https://openalex.org/A5012850594","Reta Birhanu Kitata","Assistant Professor / Researcher","","",14763,1101,14
"https://openalex.org/A5057622973","Atsushi Togo","Associate Professor","","",14738,26542,35
"https://openalex.org/A5000134164","Nancy Hess","Professor / Expert","","",14371,6434,47
"https://openalex.org/A5020443342","Bobbie‐Jo Webb‐Robertson","Professor / Expert","","",14125,9012,49
"https://openalex.org/A5006092446","Ying Zhu","Professor / Expert","","",13988,9876,49
"https://openalex.org/A5038267323","Zhangyang Xu","Postdoc / Early Career","","",13818,505,10
"https://openalex.org/A5020608405","Jason McDermott","Professor / Expert","","",13814,14940,53
"https://openalex.org/A5041887229","Alexander K. C. Leung","Professor / Expert","","",13568,19514,61
"https://openalex.org/A5034256236","Heather Olson","Assistant Professor / Researcher","","",13425,573,13
"https://openalex.org/A5134864907","Athena Schepmoes","Student / Beginner","","",13231,0,0
"https://openalex.org/A5075814924","Yinyin Ye","Assistant Professor / Researcher","","",13027,1759,19
"https://openalex.org/A5004588687","Janet Jansson","Professor / Expert","","",12962,69871,99
"https://openalex.org/A5135024434","Maria Perez","Student / Beginner","","",12959,0,0
"https://openalex.org/A5087552123","Jason Toyoda","Assistant Professor / Researcher","","",12944,1180,17
"https://openalex.org/A5075414158","Albert Rivas‐Ubach","Associate Professor","","",12893,5844,26
"https://openalex.org/A5052051439","Sabeeha Merchant","Professor / Expert","","",12534,25467,87
"https://openalex.org/A5134775625","Sarah Leichty","Student / Beginner","","",12525,0,0
"https://openalex.org/A5071741936","Elizabeth Eder","Assistant Professor / Researcher","","",12413,830,14
"https://openalex.org/A5069926616","Kent Bloodsworth","Assistant Professor / Researcher","","",12379,1491,17
"https://openalex.org/A5022928420","Samuel Purvine","Professor / Expert","","",12178,11631,60
"https://openalex.org/A5135178104","Maria Perez","Student / Beginner","","",11971,0,0
"https://openalex.org/A5052412732","Nikola Tolić","Professor / Expert","","",11867,6797,49
"https://openalex.org/A5100684044","Rui Zhao","Assistant Professor / Researcher","","",11804,1710,18
"https://openalex.org/A5031131006","Chaevien Clendinen","Assistant Professor / Researcher","","",11720,677,13
"https://openalex.org/A5134811038","Carrie Nicora","Student / Beginner","","",11596,0,0
"https://openalex.org/A5134836235","Rosalie Chu","Student / Beginner","","",11520,0,0
"https://openalex.org/A5005521075","Josie Eder","Postdoc / Early Career","","",11409,159,8
"https://openalex.org/A5100756103","Ju Yeon Lee","Associate Professor","","",11389,2281,26
"https://openalex.org/A5009321272","José Maurício Bonifacino","Postdoc / Early Career","","",11272,406,10
"https://openalex.org/A5051384039","M. Kumar","Associate Professor","","",11256,2810,22
"https://openalex.org/A5057898543","Ary Mailhos","Student / Beginner","","",11197,17,2
"https://openalex.org/A5089138062","Berthold Seitz","Professor / Expert","","",11111,24408,60
"https://openalex.org/A5064529704","Nicholas Wood","Professor / Expert","","",11011,79075,132
"https://openalex.org/A5100338122","Tao Liu","Professor / Expert","","",10896,38307,52
"https://openalex.org/A5060603552","Erin Baker","Professor / Expert","","",10709,11082,59
"https://openalex.org/A5100684039","Rui Zhao","Professor / Expert","","",10592,8144,44
"https://openalex.org/A5021760293","Rosalie Chu","Professor / Expert","","",10112,7459,42
"https://openalex.org/A5066799999","Rashmi Madda","Postdoc / Early Career","","",10062,70,4
"https://openalex.org/A5065706727","Andreas Janecke","Professor / Expert","","",10030,17658,62
"https://openalex.org/A5134871281","Chaevien Clendinen","Student / Beginner","","",9668,0,0
"https://openalex.org/A5134817521","Samuel Purvine","Student / Beginner","","",9556,0,0
"https://openalex.org/A5051837759","Sarah Fansler","Associate Professor","","",9432,3908,31
"https://openalex.org/A5134824166","Andrew Lipton","Student / Beginner","","",9276,0,0
"https://openalex.org/A5034309539","Hugo Ten Cate","Professor / Expert","","",9241,42433,95
"https://openalex.org/A5025780255","David Hoyt","Professor / Expert","","",9222,7826,43
"https://openalex.org/A5135077129","Maria Perez","Student / Beginner","","",8835,0,0
"https://openalex.org/A5067234032","Julia Laskin","Professor / Expert","","",8662,24708,82
"https://openalex.org/A5134847193","Maria Perez","Student / Beginner","","",8597,0,0
"https://openalex.org/A5049080051","Shelley McGuire","Associate Professor","","",8565,10774,40
"https://openalex.org/A5135088200","Haylie Kimball","Student / Beginner","","",8557,0,0
"https://openalex.org/A5009756481","Aaron Wright","Associate Professor","","",8515,5469,36
"https://openalex.org/A5084026286","Rebecca Powell","Assistant Professor / Researcher","","",8469,1100,17
"https://openalex.org/A5065901658","John Henry Newman","Associate Professor","","",8455,5895,34
"https://openalex.org/A5037518581","James Sanford","Associate Professor","","",8454,2881,21
"https://openalex.org/A5041150910","Chandra Earl","Postdoc / Early Career","","",8266,603,10
"https://openalex.org/A5011618630","Arnold L. Rheingold","Professor / Expert","","",8211,85459,114
"https://openalex.org/A5085384361","Mary Lipton","Professor / Expert","","",8211,13861,64
"https://openalex.org/A5134927615","Trevor Moser","Student / Beginner","","",8161,0,0
"https://openalex.org/A5087606404","Setsuko Wakao","Assistant Professor / Researcher","","",8046,2393,14
"https://openalex.org/A5134798346","Anne Glaesener","Student / Beginner","","",7950,0,0
"https://openalex.org/A5133619539","Montana Smith","Student / Beginner","","",7855,0,0
"https://openalex.org/A5050024686","Sandrine Henri","Professor / Expert","","",7831,13822,49
"https://openalex.org/A5061653381","Lionel Spinelli","Associate Professor","","",7821,2189,24
"https://openalex.org/A5023871699","Montana Smith","Postdoc / Early Career","","",7816,311,9
"https://openalex.org/A5031460147","Marc Bajénoff","Professor / Expert","","",7795,9051,43
"https://openalex.org/A5041100615","Darya Yanushko","Student / Beginner","","",7713,63,3
"https://openalex.org/A5116034739","Despoina Pervizou","Student / Beginner","","",7710,13,2
"https://openalex.org/A5101459711","Zhe Xu","Assistant Professor / Researcher","","",7706,1615,19
"https://openalex.org/A5060691247","Netta Gurari","Postdoc / Early Career","","",7591,359,10
"https://openalex.org/A5031883943","Pearl Kwantwi-Barima","Postdoc / Early Career","","",7542,135,7
"https://openalex.org/A5057435771","Mark Bowden","Professor / Expert","","",7450,15454,65
"https://openalex.org/A5000936089","Sara Calhoun","Assistant Professor / Researcher","","",7435,864,13
"https://openalex.org/A5134779826","Vy Duong","Student / Beginner","","",7404,0,0
"https://openalex.org/A5134808604","Krishna Niyogi","Student / Beginner","","",7404,0,0
"https://openalex.org/A5104365745","Hiroyuki Yamaguchi","Postdoc / Early Career","","",7398,302,8
"https://openalex.org/A5052244302","Daniela Strenkert","Assistant Professor / Researcher","","",7309,2052,20
"https://openalex.org/A5100437036","Kai Wang","Professor / Expert","","",7209,214187,172
"https://openalex.org/A5134992604","Tujin Shi","Student / Beginner","","",7205,0,0
"https://openalex.org/A5011059806","James Fulcher","Assistant Professor / Researcher","","",7200,918,16
"https://openalex.org/A5134979307","Tao Liu","Student / Beginner","","",7153,0,0
"https://openalex.org/A5037443412","Krishna Niyogi","Professor / Expert","","",7061,35817,85
"https://openalex.org/A5134987333","Elizabeth Eder","Student / Beginner","","",7034,0,0
"https://openalex.org/A5068615364","Charles Ansong","Professor / Expert","","",6986,5875,42
"https://openalex.org/A5044740357","Sarah Wigley","Student / Beginner","","",6838,34,2
"https://openalex.org/A5029090824","Paul B. Geraghty","Assistant Professor / Researcher","","",6797,556,13
"https://openalex.org/A5134846548","Le Day","Student / Beginner","","",6780,0,0
"https://openalex.org/A5134857047","Panshak Dakup","Student / Beginner","","",6780,0,0
"https://openalex.org/A5030682716","Ashley Robinson","Assistant Professor / Researcher","","",6772,799,14
"https://openalex.org/A5134805937","Zane Taylor","Student / Beginner","","",6736,0,0
"https://openalex.org/A5074815294","J.-C. Fontaine","Associate Professor","","",6733,2582,27
"https://openalex.org/A5034878585","Kim Hixson","Associate Professor","","",6714,5134,34
"https://openalex.org/A5006709826","Brian W. Skelton","Professor / Expert","","",6549,39823,77
"https://openalex.org/A5036671932","Arianna Valmassoi","Postdoc / Early Career","","",6476,173,7
"https://openalex.org/A5022509460","Stephen Callister","Associate Professor","","",6452,2845,28
"https://openalex.org/A5067276579","Jon Jacobs","Professor / Expert","","",6422,7627,46
"https://openalex.org/A5029503725","Shakhnoza S. Azimova","Associate Professor","","",6415,3419,23
"https://openalex.org/A5081907229","Viroj Wiwanitkit","Professor / Expert","","",6403,12893,41
"https://openalex.org/A5076169859","Peter Suber","Associate Professor","","",6389,2521,21
"https://openalex.org/A5055887076","Allison Thompson","Assistant Professor / Researcher","","",6337,1495,14
"https://openalex.org/A5135275576","Tujin Shi","Student / Beginner","","",6327,0,0
"https://openalex.org/A5134907344","Brian O'callahan","Student / Beginner","","",6290,0,0
"https://openalex.org/A5038344776","Jamie Nuñez","Assistant Professor / Researcher","","",6246,1159,15
"https://openalex.org/A5101533200","Young‐Mo Kim","Professor / Expert","","",6149,9695,55
"https://openalex.org/A5011306552","John Bargar","Professor / Expert","","",6107,19137,73
"https://openalex.org/A5134805840","Haylie Kimball","Student / Beginner","","",6076,0,0
"https://openalex.org/A5135043093","Tao Liu","Student / Beginner","","",6025,0,0
"https://openalex.org/A5075220507","Douglas M. Templeton","Professor / Expert","","",6023,13898,51
"https://openalex.org/A5014936305","Melissa Roth","Assistant Professor / Researcher","","",5996,1633,19
"https://openalex.org/A5134844479","Kent Bloodsworth","Student / Beginner","","",5965,0,0
"https://openalex.org/A5100352881","Wei Huang","Professor / Expert","","",5848,257099,219
"https://openalex.org/A5081142251","Amir Ahkami","Assistant Professor / Researcher","","",5710,2365,20
"https://openalex.org/A5088036933","Shayan Lameh","Student / Beginner","","",5679,8,2
"https://openalex.org/A5088064718","Ellen A. A. Nollen","Associate Professor","","",5625,7874,37
"https://openalex.org/A5022503966","Ryan McClure","Associate Professor","","",5594,5335,28
"https://openalex.org/A5072164503","Henry S. Rzepa","Professor / Expert","","",5575,14879,59
"https://openalex.org/A5090435894","Hagop M. Kantarjian","Professor / Expert","","",5530,268850,232
"https://openalex.org/A5038405190","Gregory Y.H. Lip","Professor / Expert","","",5524,309303,213
"https://openalex.org/A5100353673","Hao Chen","Professor / Expert","","",5506,112214,141
"https://openalex.org/A5041573207","Takashi Taniguchi","Professor / Expert","","",5505,215943,203
"https://openalex.org/A5045096283","Kenji Watanabe","Professor / Expert","","",5499,225827,212
"https://openalex.org/A5009855140","Hoong‐Kun Fun","Professor / Expert","","",5491,21377,63
"https://openalex.org/A5133453315","Juan Moises De la Serna","Student / Beginner","","",5472,0,0
"https://openalex.org/A5075082525","Mohamed Elzek","Postdoc / Early Career","","",5443,390,7
"https://openalex.org/A5100382146","Xiaolu Li","Associate Professor","","",5428,3104,33
"https://openalex.org/A5064718190","Rhona Stuart","Associate Professor","","",5426,13827,25
"https://openalex.org/A5024900493","Shahan Mamoor","Postdoc / Early Career","","",5374,650,9
"https://openalex.org/A5085367465","Sean Colby","Assistant Professor / Researcher","","",5319,1027,19
"https://openalex.org/A5049970193","Alexandra M. Z. Slawin","Professor / Expert","","",5314,57395,107
"https://openalex.org/A5134780834","Maria Perez","Student / Beginner","","",5306,0,0
"https://openalex.org/A5134827326","John Melchior","Student / Beginner","","",5294,0,0
"https://openalex.org/A5060264145","Ian Stephens","Associate Professor","","",5284,3037,32
"https://openalex.org/A5077647946","Qian Zhao","Associate Professor","","",5278,4650,32
"https://openalex.org/A5029729058","Vanessa Paurus","Postdoc / Early Career","","",5252,531,10
"https://openalex.org/A5065859286","Hui Li","Professor / Expert","","",5250,39189,95
"https://openalex.org/A5134991489","Nikola Tolic","Student / Beginner","","",5242,0,0
"https://openalex.org/A5076482116","Adam Swensen","Assistant Professor / Researcher","","",5235,1234,18
"https://openalex.org/A5084628833","Jessica Bade","Postdoc / Early Career","","",5226,166,6
"https://openalex.org/A5135086730","Tao Liu","Student / Beginner","","",5221,0,0
"https://openalex.org/A5023732378","Sneha Couvillion","Assistant Professor / Researcher","","",5186,1855,17
"https://openalex.org/A5076572080","Allison Myers‐Pigg","Assistant Professor / Researcher","","",5170,1186,16
"https://openalex.org/A5017034945","Christine Chang","Postdoc / Early Career","","",5157,198,8
"https://openalex.org/A5012555968","Jay Dunlap","Professor / Expert","","",5148,25896,84
"https://openalex.org/A5134841738","Daniel Orton","Student / Beginner","","",5113,0,0
"https://openalex.org/A5081423552","Rainer W. Bussmann","Professor / Expert","","",5058,40960,84
"https://openalex.org/A5134763619","Andrew Townsend","Student / Beginner","","",5051,0,0
"https://openalex.org/A5024045111","Jeremy Bougoure","Associate Professor","","",5050,3232,27
"https://openalex.org/A5134756015","William Petersen","Student / Beginner","","",5050,0,0
"https://openalex.org/A5134793024","Beata Meluch","Student / Beginner","","",5050,0,0
"https://openalex.org/A5134804412","Jason Toyoda","Student / Beginner","","",5050,0,0
"https://openalex.org/A5134820445","Caroline Simonsen","Student / Beginner","","",5050,0,0
"https://openalex.org/A5063943424","William Kew","Assistant Professor / Researcher","","",5048,1077,18
"https://openalex.org/A5090386698","Oona A. Hathaway","Associate Professor","","",5043,3432,23
"https://openalex.org/A5042486801","Aivett Bilbao Pena","Assistant Professor / Researcher","","",5042,2810,16
"https://openalex.org/A5015215572","Yang Wang","Associate Professor","","",5036,2643,32
"https://openalex.org/A5133588295","Juan Moisés De la Serna","Student / Beginner","","",5036,0,0
"https://openalex.org/A5065787609","M Beer","Professor / Expert","","",5016,18789,56
"https://openalex.org/A5015112468","Sara Taylor","Assistant Professor / Researcher","","",4978,1868,17
"https://openalex.org/A5078418006","T. Morisaki","Professor / Expert","","",4969,8012,47
"https://openalex.org/A5053338624","John Cliff","Associate Professor","","",4944,5717,39
"https://openalex.org/A5135220932","Tao Liu","Student / Beginner","","",4940,0,0
"https://openalex.org/A5135055403","Tujin Shi","Student / Beginner","","",4908,0,0
"https://openalex.org/A5020880379","Pubudu Handakumbura","Assistant Professor / Researcher","","",4905,1801,14
"https://openalex.org/A5134762631","Izabel Stohel","Student / Beginner","","",4872,0,0
"https://openalex.org/A5134898227","Maria Perez","Student / Beginner","","",4866,0,0
"https://openalex.org/A5065406835","Charles Redmon","Student / Beginner","","",4845,0,0
"https://openalex.org/A5134838592","Kateryna LEN-TAYON","Student / Beginner","","",4824,0,0
"https://openalex.org/A5134846536","Maïa NESTOR-MARTIN","Student / Beginner","","",4824,0,0
"https://openalex.org/A5134847864","Gilles LAVERNY","Student / Beginner","","",4824,0,0
"https://openalex.org/A5134851530","Bernard MALISSEN","Student / Beginner","","",4824,0,0
"https://openalex.org/A5134869393","Frédéric FIORE","Student / Beginner","","",4824,0,0
"https://openalex.org/A5134873894","Daniel METZGER","Student / Beginner","","",4824,0,0
"https://openalex.org/A5091367425","Maria Mukhina","Assistant Professor / Researcher","","",4819,784,12
"https://openalex.org/A5086547107","Mikayla Borton","Associate Professor","","",4807,4283,26
"https://openalex.org/A5100381999","Qiang Zhang","Professor / Expert","","",4791,46989,90
"https://openalex.org/A5088912262","Robert Danczak","Associate Professor","","",4779,1884,21
"https://openalex.org/A5073834446","James Stegen","Professor / Expert","","",4755,24673,59
